chunk_id,retrieval_time
0,0.8593878746032715
1,0.811572790145874
2,0.8371598720550537
3,0.8120486736297607
4,0.8198225498199463
5,0.8137469291687012
6,0.8433840274810791
7,0.9398040771484375
8,0.8771045207977295
9,0.842958927154541
10,0.8446455001831055
11,0.820854663848877
12,0.824822187423706
13,0.8226933479309082
14,0.8329441547393799
15,0.8163080215454102
16,0.8074674606323242
17,0.8974347114562988
18,0.8318819999694824
19,0.8378312587738037
20,0.8393807411193848
21,0.8542706966400146
22,0.8284378051757812
23,0.8129098415374756
24,0.8272705078125
25,0.8417222499847412
26,0.8451952934265137
27,0.8647270202636719
28,0.8219749927520752
29,0.8241188526153564
30,0.8666293621063232
31,0.8236620426177979
32,0.8201837539672852
33,0.8241124153137207
34,0.8292405605316162
35,0.8643844127655029
36,0.8760392665863037
37,0.847592830657959
38,0.8141562938690186
39,0.8122353553771973
40,0.8477702140808105
41,0.8487000465393066
42,0.8394665718078613
43,0.8705511093139648
44,0.9074311256408691
45,0.8945226669311523
46,0.9106199741363525
47,0.9408454895019531
48,0.8410153388977051
49,0.8114011287689209
50,0.8089797496795654
51,0.8175210952758789
52,0.818279504776001
53,0.8958265781402588
54,0.917186975479126
55,0.8249492645263672
56,0.8301196098327637
57,0.8153705596923828
58,0.8355667591094971
59,0.8622305393218994
60,0.8250536918640137
61,0.8260538578033447
62,0.8193221092224121
63,0.953127384185791
64,0.8342089653015137
65,0.8260846138000488
66,0.8105130195617676
67,0.8032751083374023
68,0.8378827571868896
69,0.798879861831665
70,0.8213305473327637
71,0.8408422470092773
72,0.8797657489776611
73,0.929358720779419
74,0.8706762790679932
75,0.8144998550415039
76,0.830925703048706
77,0.8381154537200928
78,0.8175857067108154
79,0.8220136165618896
80,0.8213183879852295
81,0.8756663799285889
82,0.8959729671478271
83,0.8104500770568848
84,0.8490917682647705
85,0.8213775157928467
86,0.8146178722381592
87,0.8189377784729004
88,0.827038049697876
89,0.8515815734863281
90,0.8583652973175049
91,0.9146578311920166
92,0.8574779033660889
93,0.8116805553436279
94,0.8305716514587402
95,0.8112103939056396
96,0.8171534538269043
97,0.8055844306945801
98,0.8209807872772217
99,0.8294646739959717
100,0.8953714370727539
101,0.8951292037963867
102,0.8542335033416748
103,0.8266360759735107
104,0.840794563293457
105,0.8331568241119385
106,0.8435537815093994
107,0.8301112651824951
108,0.8218348026275635
109,0.9219682216644287
110,0.9125185012817383
111,0.8367717266082764
112,0.826390266418457
113,0.8244984149932861
114,0.831557035446167
115,0.8040707111358643
116,0.8722341060638428
117,0.8671989440917969
118,0.8721837997436523
119,0.8885467052459717
120,0.8498272895812988
121,0.823993444442749
122,0.8282361030578613
123,0.8369393348693848
124,0.8046112060546875
125,0.8248565196990967
126,0.8345253467559814
127,0.8272905349731445
128,0.8939745426177979
129,0.8089580535888672
130,0.8776693344116211
131,0.806598424911499
132,0.8107225894927979
133,0.8115603923797607
134,0.8264672756195068
135,0.8665022850036621
136,0.8769111633300781
137,0.887855052947998
138,0.9020111560821533
139,0.8271365165710449
140,0.8549420833587646
141,0.8153657913208008
142,0.8201050758361816
143,0.8420205116271973
144,0.8244214057922363
145,0.8157837390899658
146,0.8976094722747803
147,0.8779923915863037
148,0.8687734603881836
149,0.8192071914672852
150,0.818004846572876
151,0.8722598552703857
152,0.8543581962585449
153,0.826502799987793
154,0.805952787399292
155,0.8064589500427246
156,0.8767170906066895
157,0.8153634071350098
158,0.8176162242889404
159,0.8104519844055176
160,0.8269619941711426
161,0.8031520843505859
162,0.8321883678436279
163,0.8428077697753906
164,0.8184864521026611
165,0.8725273609161377
166,0.8973429203033447
167,0.8611950874328613
168,0.838416337966919
169,0.8225631713867188
170,0.8147614002227783
171,0.8381693363189697
172,0.9006087779998779
173,0.8381369113922119
174,0.8812379837036133
175,0.9189515113830566
176,0.8206734657287598
177,0.8713972568511963
178,0.8369407653808594
179,0.8371443748474121
180,0.8246562480926514
181,0.8223984241485596
182,0.8819167613983154
183,0.8328309059143066
184,0.8785402774810791
185,0.8691716194152832
186,0.85079026222229
187,0.8269627094268799
188,0.8628158569335938
189,0.8813340663909912
190,0.820366382598877
191,0.8399698734283447
192,0.8668882846832275
193,0.889458417892456
194,1.0552024841308594
195,0.8267881870269775
196,0.816542387008667
197,0.8626518249511719
198,0.8211779594421387
199,0.8320984840393066
200,0.8257279396057129
201,0.8499035835266113
202,0.8080909252166748
203,0.8883614540100098
204,0.8866817951202393
205,0.8319780826568604
206,0.8127660751342773
207,0.8559017181396484
208,0.8293743133544922
209,0.8244249820709229
210,0.8816416263580322
211,0.8325231075286865
212,0.8859446048736572
213,0.9030749797821045
214,0.8212149143218994
215,0.9175875186920166
216,0.8613638877868652
217,0.8214373588562012
218,0.8147916793823242
219,0.8232998847961426
